howcurious/survey,0.8.2,"2023-01-04 02:52:58",git://github.com/howcurious/survey.git
Tianhaoy/hanzo-cloud,8.0.16,"2022-02-27 05:43:39",git://github.com/Tianhaoy/hanzo-cloud.git
flownclouds/Timo,5.1.27,"2015-09-17 03:36:55",git://github.com/flownclouds/Timo.git
thisisnzed/EasySQL,8.0.26,"2022-12-26 11:02:49",git://github.com/thisisnzed/EasySQL.git
putuwaw/movie-app,8.0.30,"2023-03-20 04:08:03",git://github.com/putuwaw/movie-app.git
kubAretip/spring-micro-websocket-chat,8.0.22,"2023-02-03 06:09:06",git://github.com/kubAretip/spring-micro-websocket-chat.git
luhongbin/bidding,5.1.46,"2021-12-01 11:23:36",git://github.com/luhongbin/bidding.git
ElizaZu/datatables-with-spring-example,5.1.31,"2018-11-23 14:13:30",git://github.com/ElizaZu/datatables-with-spring-example.git
zxjpro/bigsql,5.1.46,"2018-08-25 08:43:30",git://github.com/zxjpro/bigsql.git
zhengkaixing/kxmall,8.0.15,"2022-11-22 14:36:59",git://github.com/zhengkaixing/kxmall.git
86dbs/dbsyncer,5.1.40,"2023-04-07 09:01:03",git://github.com/86dbs/dbsyncer.git
xhigher/xnetty-http-server,6.0.5,"2022-06-27 17:28:26",git://github.com/xhigher/xnetty-http-server.git
omarlamin01/Dairy-Farm-Management-System,8.0.31,"2023-01-05 14:41:32",git://github.com/omarlamin01/Dairy-Farm-Management-System.git
volewu/CMS,5.1.29,"2018-04-27 09:43:54",git://github.com/volewu/CMS.git
360matt-archives/CitronDB,8.0.26,"2021-10-25 03:00:22",git://github.com/360matt-archives/CitronDB.git
TianYu-hpu/oracle-mysql,5.1.30,"2018-10-19 08:14:30",git://github.com/TianYu-hpu/oracle-mysql.git
tlhhup/ES-mysql,5.1.40,"2018-03-16 15:57:13",git://github.com/tlhhup/ES-mysql.git
fl0wo/springboot-mysql,8.0.17,"2022-06-21 01:56:39",git://github.com/fl0wo/springboot-mysql.git
xLikeAlex/api-mysql,8.0.32,"2023-02-23 09:43:38",git://github.com/xLikeAlex/api-mysql.git
faizan-ali/full-javaee-app,5.1.38,"2016-12-30 23:13:11",git://github.com/faizan-ali/full-javaee-app.git
DerSauron/MySQLCompare,5.1.49,"2021-02-23 17:40:19",git://github.com/DerSauron/MySQLCompare.git
DTU-GROUP17/Mysql-Project,8.0.28,"2022-06-21 11:39:27",git://github.com/DTU-GROUP17/Mysql-Project.git
MandaJC/maven_mysql,8.0.11,"2022-06-21 01:49:12",git://github.com/MandaJC/maven_mysql.git
ferrandiaz/servletMysql,5.1.29,"2014-03-21 10:37:17",git://github.com/ferrandiaz/servletMysql.git
LucxxM/MySQLJava,8.0.20,"2022-09-10 19:35:53",git://github.com/LucxxM/MySQLJava.git
JavaServerGroup/jtool-mysql,5.1.34,"2016-02-02 02:38:28",git://github.com/JavaServerGroup/jtool-mysql.git
Jiemamy/dialect-mysql,5.0.8,"2013-12-19 08:27:27",git://github.com/Jiemamy/dialect-mysql.git
deipss/scheduling-mysql,8.0.11,"2022-11-02 13:15:07",git://github.com/deipss/scheduling-mysql.git
aixuebo/mysql_log,5.1.33,"2017-11-14 11:27:34",git://github.com/aixuebo/mysql_log.git
lanhuidong/mysql-tools,5.1.32,"2017-02-16 09:38:02",git://github.com/lanhuidong/mysql-tools.git
LordFabricio/ProdutosMysql,5.1.44,"2017-12-06 17:32:12",git://github.com/LordFabricio/ProdutosMysql.git
Anchor89/MySQLDeploy,5.1.27,"2013-12-27 07:10:26",git://github.com/Anchor89/MySQLDeploy.git
constantin-p/mysql-store,5.1.42,"2017-05-22 21:17:49",git://github.com/constantin-p/mysql-store.git
misselvexu/binlog-mysql,5.1.36,"2016-12-09 03:12:03",git://github.com/misselvexu/binlog-mysql.git
rob2universe/camunda-mysql,8.0.21,"2020-10-06 04:25:59",git://github.com/rob2universe/camunda-mysql.git
abhinav-cleo/hibernate-mysql,5.1.9,"2016-12-21 08:18:35",git://github.com/abhinav-cleo/hibernate-mysql.git
deemakuzovkin/hibernate-mysql,5.1.36,"2019-02-03 13:09:24",git://github.com/deemakuzovkin/hibernate-mysql.git
CraftTogetherMC/MySQLAdapter,8.0.31,"2023-01-04 23:05:19",git://github.com/CraftTogetherMC/MySQLAdapter.git
Madhusanka-slc/mysql-orm,8.0.31,"2023-01-06 12:15:02",git://github.com/Madhusanka-slc/mysql-orm.git
ampinkus/ArticuloMysql,8.0.29,"2022-07-27 22:52:37",git://github.com/ampinkus/ArticuloMysql.git
zhaochuninhefei/mysql-test,8.0.22,"2022-10-17 06:12:27",git://github.com/zhaochuninhefei/mysql-test.git
LoicDelorme/Polytech-CryptoWallet-Backend,6.0.6,"2018-02-13 15:20:44",git://github.com/LoicDelorme/Polytech-CryptoWallet-Backend.git
wz2cool/canal-utils,8.0.16,"2022-06-21 01:06:29",git://github.com/wz2cool/canal-utils.git
DiceTechnology/dice-fairlink,8.0.17,"2023-02-14 16:51:45",git://github.com/DiceTechnology/dice-fairlink.git
